Dwell Time,SO Number
5.9,"7498543,7498482"
0.15,7487580
3.05,7493543
4.28,7498316
10.83,7496442
18.95,"7489961,7490097"
4.07,7498475
4.4,"7498471,7498550"
6.28,7496475
10.57,"7460184,7460185,7460190"
16.57,"7499953,7496921"
0.0,"7494858,7496286"
4.92,"7498478,7498480,7498554,7498159"
3.43,7497174
8.2,"7489179,7490021"
8.35,7498547
6.02,7496466
9.3,"7460322,7460323,7460338"
9.45,"7496180,7496479"
0.0,"7496820,7496821,7496822,7496823,7496824,7496839,7496840,7496841,7496842,7496843"
0.0,7496153
8.45,"7489026,7497628,7498306,7498332"
0.0,"7499907,7499817,7499906"
0.0,7496153
0.0,7493274
9.1,7430433
8.47,7493268
10.37,"7496331,7495539"
8.63,"7496288,7499159,7492806"
0.0,7488893
0.0,7498174
0.0,7499912
0.75,"7495689,7495690,7495691,7495692,7495693,7495694"
0.0,7489144
2.05,7498474
0.0,7495483
2.3,7497275
0.0,7495385
4.05,"7488625,7490491"
0.0,7495392
3.17,7493276
2.98,"7497808,7497809,7498553,7498158,7498483"
2.23,"7498476,7498156,7498552,7498481,7498161,7498485,7498559"
0.0,7495481
0.0,"7485885,7499977"
2.8,"7392353,7496490"
0.0,7489972
0.0,"7493193,7496544,7496819"
0.0,7498477
1.48,7497648
0.0,7499244
0.0,"7491797,7491798,7495940,7496297,7498289"
0.0,7457862
0.0,"7496202,7490093"
0.0,7494870
0.0,"7498155,7498555"
0.0,7495999
0.0,7498152
0.0,7494871
0.0,"7388358,7498284,7498290"
0.5,7503290
0.0,7503425
0.0,7497651
0.0,7492050
0.0,7503069
0.0,7496548
0.0,7499499
0.0,7498689
0.0,7481878
0.0,7495852
0.0,7489967
0.0,"7496820,7496821,7496822,7496823,7496824,7496839,7496840,7496841,7496842,7496843"
